address,return_rio,A_bal,investments_num,payments_num,Pr,maxpay,D_ind,GASLIMIT,EXP,CALLDATALOAD,SLOAD,CALLER,LT,GAS,MOD,MSTORE,ponzi
0x6adF9E666e3e85876B1Ba25eDB31799FaAd8417b,0.0,0.0,3,1,1.0,1,0,0,2.3391812865497075,0.5847953216374269,2.3391812865497075,1.1695906432748537,0,0,0,0.5847953216374269,1
0x75aa81161e07483f6ca199fef46c13eb13d190be,0.0,0.0,70,58,0.9,20,-1.3797993165116997,0,1.482479784366577,0.2695417789757412,3.7735849056603774,0.5390835579514824,0.2695417789757412,0,0,2.964959568733154,1
0x9d31FF892f984a83e8b342a5Ece8e8911Ed909e0,0.0,0.0,4,2,1.0,1,0,0,0,0,0,0,0,0,0,0,1
0xc99b3615724B7c4d3E4B348Cfc8a25b9E2133828,0.0,0.0,3,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1
0x245233BC8604D2097bFCbF3338959C46Da04D9e0,0.0,0.0,3,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1
0x99925CC9a57f5E473Ff22314CFE0627A0bfcceb4,0.0,0.0,4,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1
0x723dff0e27cc38b80556f5e05dfdbdcb721654d7,0.0,0.0,72,241,0.6666666666666666,89,1.360063861508209,0,0.16764459346186086,0.4191114836546521,2.5146689019279127,0.16764459346186086,0.16764459346186086,0.08382229673093043,0.08382229673093043,2.766135792120704,1
0xcd6608b1291d4307652592c29bff7d51f1ad83d7,0.0,0.0,87,220,0.5,217,0.8771212512035325,0,3.7874160048869885,0.6719609040928528,2.504581551618815,0.5497861942577886,0.6719609040928528,0,0,2.626756261453879,1
0x687a241422c92e3d15ce6a02c832f800b74c8b3c,0.0,0.0,8,222,0.5,220,0,0,3.8585209003215435,0.5787781350482315,2.379421221864952,0.45016077170418006,0.707395498392283,0,0,2.765273311897106,1
0xF1c1648f6F0EdbCF7d898441b88E489CfaAce11D,0.0,0.0,6,2,1.0,2,-1.732050807568877,0,2.112676056338028,0.528169014084507,4.929577464788732,0.528169014084507,1.056338028169014,0,0,1.408450704225352,1
0x143E8bD26D95b230680C25300F93eF56F86eCCAC,0.0,0.0,4,2,1.0,2,0,0,2.10896309314587,0.5272407732864675,4.92091388400703,0.5272407732864675,1.054481546572935,0,0,1.40597539543058,1
0x7d3ae940eb73dc9131758ad2e326c7d863b0916a,0.0,0.0,3,0,0,0,0,0,2.1352313167259784,0.5338078291814946,4.98220640569395,0.5338078291814946,1.0676156583629892,0,0,1.4234875444839858,1
0xA26B0a2fc7702ac3cDd4d578Df7ef87ecF17908E,0.0,0.0,1,0,0,0,0,0.1692047377326565,1.8612521150592216,0.5076142131979695,4.737732656514383,0.5076142131979695,1.1844331641285957,0,0.1692047377326565,2.1996615905245345,1
0xf93CA51746cE6e1cc2485C534EEBe71AE987a7aD,0.0,0.0,1,251,0.0,251,0,0,0.9109311740890689,0.30364372469635625,3.54251012145749,0.5060728744939271,0.708502024291498,0,0,1.417004048582996,1
0x8f13a1d43408b6434dd10e161361386f3952d665,0.0,0.0,8,2,1.0,1,-1.7320508075688774,0.23809523809523808,1.6666666666666667,0.35714285714285715,5.0,0.5952380952380952,0.9523809523809523,0,0,2.619047619047619,1
0xfeeb8A968F0d7FD58E29FBfC525051f50eE2FeDC,0.0,0.0,118,8,0.2857142857142857,2,-0.7788876376206151,0,2.4630541871921183,0.6157635467980296,3.0788177339901477,0.3694581280788177,0.49261083743842365,0.12315270935960591,0,4.187192118226601,1
0x83651a62b632c261442f396ad7202fe2a4995e3a,0.0,0.0,1,0,0,0,0,0.17421602787456447,1.480836236933798,0.2613240418118467,4.006968641114983,0,1.480836236933798,0,0,3.397212543554007,1
0xC357a046C5C13bb4e6d918a208b8B4A0aB2F2EFd,0.0,0.0,5,2,1.0,2,0,0.20222446916076844,0.910010111223458,0.20222446916076844,4.044489383215369,0.20222446916076844,1.2133468149646107,0,0,3.033367037411527,1
0xF767fCA8e65d03fE16D4e38810f5E5376c3372A8,0.0,0.0,15,34,0.6,19,1.4267845968170128,0,1.503307276007216,0.3607937462417318,3.0667468430547205,0.4810583283223091,0.6614552014431749,0,0.06013229104028864,4.269392663860493,1
0x294308484F47Ff5a833a284ac6949Eb02728FbE4,0.0,0.0,81,305,0.75,199,0.7188391523018723,0,0.6909380813180973,0.2391708743024183,4.251926654265214,0.4783417486048366,1.8867924528301887,0,0.13287270794578793,2.6840287005049164,1
0x870FE80e76DaE4a4c12690dEc52456ab13176202,0.0,0.0,1,196,0.0,196,0,0,0.6909380813180973,0.2391708743024183,4.251926654265214,0.4783417486048366,1.8867924528301887,0,0.13287270794578793,2.6840287005049164,1
0x422f8015c5d8168edee923749701360a8a4d0703,0.0,0.0,17,25,1.0,16,0.8461141122266492,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x8d734806913E445EE1Be523Aa0e84e4664FfF481,0.0,0.0,2,1,1.0,1,0,0,0,0,0,0,0,0,0,0,1
0x9758da9b4d001ed2d0df46d25069edf53750767a,0.0,0.0,107,392,0.8809523809523809,93,1.0073304497461066,0,2.0648967551622417,0.5899705014749262,3.392330383480826,0.5899705014749262,0.4424778761061947,0,0.14749262536873156,4.572271386430678,1
0x1bb6123913d0b48948de38c3b75fd3eb3b4fe7e3,0.0,0.0,3,0,0,0,0,0,0.8292138414925849,0.3986605007175889,2.7906235050231225,0.3667676606601818,1.291660022324988,0.015946420028703556,0,2.726837824908308,1
0x9f1d916a456b96146e9f0dbbd0e107a1f389a061,0.0,0.0,1,0,0,0,0,0,1.5235457063711912,0.4155124653739612,6.371191135734072,0.4155124653739612,1.2465373961218837,0.13850415512465375,0,1.6620498614958448,1
0xe7f06E64E0D04C6cfEDF7e9079D56d0fB7200a2E,0.0,0.0,2,0,0,0,0,0.11587485515643106,0.5793742757821553,0.23174971031286212,4.634994206257242,0.11587485515643106,1.3904982618771726,0,0,3.0127462340672073,1
0x8ea6c8077d6316b46e449aec8fb60a606cf50eea,0.0,0.0,3,0,0,0,0,0,0.7858546168958742,0.5893909626719057,3.732809430255403,0.19646365422396855,1.5717092337917484,0,0,3.3398821218074657,1
0x51170b18bcA7896B49c52Dcc18E66e5C921e100F,0.0,0.0,5,5,1.0,5,1.5,0.22522522522522523,0.7882882882882883,0.22522522522522523,3.828828828828829,0.11261261261261261,1.1261261261261262,0,0,3.1531531531531534,1
0xcac337492149bdb66b088bf5914bedfbf78ccc18,0.0,0.0,74,44,1.0,12,-1.4295376810883218,0,1.2809564474807857,0.3415883859948762,5.892399658411614,0.5977796754910333,1.0247651579846284,0,0.4269854824935952,1.7933390264731,1
0x49c3019b7a83b3c77a823255533975969027308d,0.0,0.0,8,202,0.5,201,1.6681542474179698,0,1.1235955056179776,0.37453183520599254,3.2771535580524342,0.4681647940074906,1.2172284644194757,0,0,2.5280898876404496,1
0xBa69e7C96E9541863f009E713CaF26d4Ad2241a0,0.0,0.0,22,654,0.875,539,1.0152867052797117,0,1.053639846743295,0.3831417624521073,3.3524904214559386,0.3831417624521073,1.2452107279693487,0,0,2.586206896551724,1
0xf1aa63ad7a897ca02cab6021513ee0a86820153e,0.0,0.0,2,1,0.0,1,0,0,2.684563758389262,0.6711409395973155,2.0134228187919465,0,1.342281879194631,0,0,1.342281879194631,1
0xe4C1c33ed635263c61bF61dB751b8A74ee3AF0e4,0.0,0.0,1,201,0.0,201,0,0,0.8256880733944955,0.1834862385321101,3.5779816513761467,0.09174311926605505,0.8256880733944955,0,0,2.477064220183486,1
0x3e84512f277A5081B9209831C51bCe665035D9DB,0.0,0.0,30,71,0.8181818181818182,19,1.2788500950815633,0,0,0,0,0,0,0,0,0,1
0xa864694cacdf27900afb3c32b1b07aea3c465dde,0.0,0.0,17,22,0.8,13,1.0670730614368287,0.13020833333333334,1.8229166666666667,0.390625,4.296875,0.6510416666666666,1.0416666666666667,0,0,1.6927083333333333,1
0x0389a06b028526b05966c287370bebefa0082176,0.0,0.0,5,201,0.5,200,1.4900498877053745,0.2608695652173913,1.6521739130434783,0.34782608695652173,4.608695652173913,0.5217391304347826,1.3043478260869565,0,0,2.4347826086956523,1
0xa0f9fb2170dc2d181ef8aaf3571dc441813e0154,0.0,0.0,4,2,0.5,1,0.6546536707079772,0,4.411764705882353,0.9803921568627451,3.4313725490196076,0.9803921568627451,0,0,0,0.9803921568627451,1
0x4398a4a10347d8f18029c07853a7a689eebbb925,0.0,0.0,2,1,1.0,1,0,0.13020833333333334,1.8229166666666667,0.390625,4.296875,0.6510416666666666,1.0416666666666667,0,0,1.6927083333333333,1
0x7fcc7ed28c99f64f721be410ad816247925aade8,0.0,0.0,2,1,1.0,1,0,0.13020833333333334,1.8229166666666667,0.390625,4.296875,0.6510416666666666,1.0416666666666667,0,0,1.6927083333333333,1
0x78d4f849aab2b0a5a66f76b9b1ff47da5a9ae492,0.0,0.0,11,6,0.25,3,-2.1908902300206643,0,4.477611940298507,0.9950248756218906,3.482587064676617,0.9950248756218906,0,0,0,0.9950248756218906,1
0x062524205ca7ecf27f4a851edec93c7ad72f427b,0.0,0.0,6,2,1.0,2,-1.732050807568877,0.14925373134328357,1.9402985074626866,0.44776119402985076,4.3283582089552235,0.746268656716418,1.044776119402985,0,0,1.9402985074626866,1
0x2a53F42aD8BbA138C21b50a4e5711f18381A61E9,0.0,0.0,7,2,1.0,1,-0.5960395606792698,0.16863406408094436,1.854974704890388,0.5059021922428331,4.721753794266442,0.5059021922428331,1.1804384485666104,0,0.16863406408094436,2.1922428330522767,1
0xe19e5f100d6a31169b5dcA265C9285059C41D4F6,0.0,0.0,61,50,0.9444444444444444,8,1.2717117101978919,0,1.5235457063711912,0.4155124653739612,6.371191135734072,0.4155124653739612,1.2465373961218837,0.13850415512465375,0,1.6620498614958448,1
0xCaaCA224e35D0a1Fa3304a3C4eC8beb5F28A99Aa,0.0,0.0,6,3,1.0,2,0,0,0,0,0,0,0,0,0,0,1
0x60Acd43314d93F38507F3fd12E84225a5a099229,0.0,0.0,1,224,0.0,224,0,0.10752688172043011,0.5913978494623656,0.16129032258064516,4.139784946236559,0.10752688172043011,1.075268817204301,0.053763440860215055,0,3.3870967741935485,1
0x02B2101903eB6a51518E63e84B785180859FDa9d,0.0,0.0,4,38,0.4,14,0.5037840237060288,0.1402524544179523,1.8232819074333801,0.42075736325385693,4.3478260869565215,0.5610098176718092,0.9817671809256662,0,0,1.8232819074333801,1
0x1492cdd605d91658f228eab14d8444b60e6da8df,0.0,0.0,1,0,0,0,0,0.1402524544179523,1.8232819074333801,0.42075736325385693,4.3478260869565215,0.5610098176718092,0.9817671809256662,0,0,1.8232819074333801,1
0x26C4E381FfbDc825Be9B986c3BA40525f0771E8d,0.0,0.0,1,0,0,0,0,0.08305647840531562,0.8305647840531561,0.16611295681063123,3.488372093023256,0.08305647840531562,0.7475083056478405,0.08305647840531562,0.08305647840531562,3.1561461794019934,1
0x56467e038871dc7f2a6180cdebe1702cef77285f,0.0,0.0,1,0,0,0,0,0,2.197802197802198,0.47095761381475665,4.7095761381475665,0.47095761381475665,1.41287284144427,0,0,2.3547880690737832,1
0xfba6ae30dfe97b20ad9ecccd5057ab3e5a1c41fa,0.0,0.0,1,0,0,0,0,0,2.19435736677116,0.4702194357366771,4.702194357366771,0.4702194357366771,1.2539184952978057,0,0,2.3510971786833856,1
0x9d3899df1d9f030a32dd5571fe3c7ef72d6ae566,0.0,0.0,1,0,0,0,0,0,2.134646962233169,0.49261083743842365,4.926108374384237,0.3284072249589491,1.3136288998357963,0,0,2.4630541871921183,1
0x750241c16c9fb878a7afd2b07b80f53e02c3f634,0.0,0.0,13,16,0.3333333333333333,14,0.8204564831166292,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0xEe462A6717f17C57C826F1ad9b4d3813495296C9,0.0,0.0,9,77,0.8333333333333334,55,1.3632496474845475,0.08841732979664015,0.9283819628647215,0.3536693191865606,2.961980548187445,0.3536693191865606,0.618921308576481,0.04420866489832007,0,3.2714412024756854,1
0x41F2d5040726C5328f8366F17041ec012aC8f338,0.0,0.0,3,2,1.0,2,0,0.1180637544273908,0.8264462809917356,0.3148366784730421,3.1483667847304213,0.3148366784730421,0.8264462809917356,0.03935458480913026,0,3.3057851239669422,1
0x007d42b9192b8C087b0D3E6ef73AAE48E74b41c1,0.0,0.0,4,1,0.0,1,0,0.1236603462489695,0.8244023083264633,0.2885408079142622,3.1739488870568837,0.2885408079142622,0.8656224237427865,0.041220115416323165,0,3.215169002473207,1
0xd12d8F8dFa54F1578B2177F99B2e282367b66B13,0.0,0.0,7,11,0.5,5,2.0505202278039603,0.15384615384615385,1.8461538461538463,0.46153846153846156,4.3076923076923075,0.6153846153846154,1.0769230769230769,0,0,2.0,1
0xa83c4a6d0418074655bdbe74fed8435c46c19f66,0.0,0.0,26,31,0.5833333333333334,12,0.2438258978611867,0.14367816091954022,1.867816091954023,0.43103448275862066,4.454022988505747,0.5747126436781609,1.0057471264367817,0,0,1.867816091954023,1
0xf70ce1be9685b0cfb531bc712d3faace858b5bfb,0.0,0.0,4,0,0,0,0,0.15873015873015872,1.9047619047619047,0.47619047619047616,4.126984126984127,0.6349206349206349,1.1111111111111112,0,0,2.0634920634920637,1
0xb5aff01f3e820735fac9abb594dc9993cb9e5bd2,0.0,0.0,70,89,0.8333333333333334,45,0.5901698134202389,0,0,0,0,0,0,0,0,0,1
0xba3048b17d1e8c1412ea29af9af795786065b5f9,0.0,0.0,1,0,0,0,0,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x43e49c79172a1be3EBb4240DA727c0DA0FA5d233,0.0,0.0,6,229,0.5,224,1.4910320246859072,0.1834862385321101,1.039755351681957,0.3058103975535168,3.914373088685015,0.3058103975535168,1.162079510703364,0,0,2.4464831804281344,1
0x1FF3f56609d0771abb49566600fEBADE0E708BeB,0.0,0.0,3,222,0.5,220,0,0.18259281801582472,1.0346926354230066,0.30432136335970783,3.8953134510042604,0.30432136335970783,1.1564211807668898,0,0,2.373706634205721,1
0x99d982e49bcb5465a6b4c1e0ec4341c912d9ba42,0.0,0.0,4,249,0.5,247,0,0.19367333763718528,1.0974822466107166,0.32278889606197547,3.8734667527437057,0.32278889606197547,1.0329244673983216,0,0,2.3886378308586185,1
0xbA6284cA128d72B25f1353FadD06Aa145D9095Af,0.0,0.0,256,363,1.0,205,0.355008923316032,0,1.2773109243697478,0.2184873949579832,3.0252100840336134,0.3865546218487395,0.907563025210084,0,0.05042016806722689,4.336134453781512,1
0x1aFd952269873FE009C7BDFF5f07Fd91605a7227,0.0,0.0,14,18,1.0,11,0.39703333358837206,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x9D5BdAa9d82782c03402dD5c675aE3E45B3102e2,0.0,0.0,18,32,0.75,18,0.7573286110063261,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x258d778e4771893758dfd3e7dd1678229320eeb5,0.0,0.0,16,27,1.0,10,0.5,0,2.2435897435897436,0.4807692307692308,4.967948717948718,0.32051282051282054,1.4423076923076923,0,0,2.4038461538461537,1
0x1368e088682b3ea455c4856297365542ca6828d8,0.0,0.0,13,20,1.0,11,1.3899564016855248,0.15082956259426847,2.262443438914027,0.45248868778280543,4.826546003016591,0.30165912518853694,1.2066365007541477,0,0,2.1116138763197587,1
0xe861ad00aed0f04b41c675ec1c1493d2ebcbe776,0.0,0.0,16,27,1.0,10,0.46331880056184166,0.15082956259426847,2.262443438914027,0.45248868778280543,4.826546003016591,0.30165912518853694,1.2066365007541477,0,0,2.1116138763197587,1
0x09515Cb5e3aCaEf239Ab83d78B2F3e3764FcaB9B,0.0,0.0,7,9,1.0,6,1.7320508075688772,0.15060240963855423,2.2590361445783134,0.45180722891566266,4.819277108433735,0.30120481927710846,1.0542168674698795,0,0,2.108433734939759,1
0x55d035Ba1F4Ae932Cf98125b93D830d9858cd39F,0.0,0.0,6,6,1.0,4,0.0,0.14925373134328357,2.2388059701492535,0.44776119402985076,4.925373134328358,0.29850746268656714,1.044776119402985,0,0,2.08955223880597,1
0x275498d1fb7ffb5b521f89b23c84224af9f96ea6,0.0,0.0,1,0,0,0,0,0.16025641025641027,2.0833333333333335,0.4807692307692308,5.128205128205129,0.32051282051282054,1.1217948717948718,0,0,2.2435897435897436,1
0xebfed9e4ae035b0f7ae982d1a7abfe0aa26a0341,0.0,0.0,1,0,0,0,0,0.16339869281045752,2.1241830065359477,0.49019607843137253,4.901960784313726,0.32679738562091504,1.1437908496732025,0,0,2.287581699346405,1
0x772cba2f87f92e95bb8ffa96187bbedebbb484d3,0.0,0.0,2,0,0,0,0,0.16181229773462782,2.103559870550162,0.4854368932038835,4.854368932038835,0.32362459546925565,1.132686084142395,0,0,2.26537216828479,1
0x0444f06a52320af2df7e60d1923080002838ce93,0.0,0.0,1,0,0,0,0,0.16181229773462782,2.103559870550162,0.4854368932038835,4.854368932038835,0.32362459546925565,1.132686084142395,0,0,2.26537216828479,1
0xb1d58bad78f33892719cdeba218f8641a71a3f05,0.0,0.0,5,9,0.6,4,-0.40451991747794513,0.16025641025641027,2.0833333333333335,0.4807692307692308,4.8076923076923075,0.32051282051282054,1.1217948717948718,0,0,2.2435897435897436,1
0xBe46324018124B2d604c2f3eaE91D3De9b388b09,0.0,0.0,18,213,0.8,201,1.3250167353430986,0.09259259259259259,1.1111111111111112,0.18518518518518517,3.7037037037037037,0.2777777777777778,1.8518518518518519,0,0,3.888888888888889,1
0x3ab274f835d1939d20d0bbb72a1fb513d7a7a675,0.0,0.0,1,0,0,0,0,0,2.08,0.48,4.8,0.32,1.28,0,0,2.56,1
0xe1388626C8dE5Fd7E5683A83d8da6a34153e9B18,0.0,0.0,1,0,0,0,0,0,2.08,0.48,4.8,0.32,1.28,0,0,2.56,1
0x37b53b46fa74ac3f9b4340dc5a39aabb0f2afa33,0.0,0.0,8,9,0.75,6,1.5078740698501036,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x4028b9672bfd71ba2fcd97a6c82e06f72eaa14ba,0.0,0.0,33,20,0.7142857142857143,5,-0.3976612757594229,0.14367816091954022,1.867816091954023,0.43103448275862066,4.454022988505747,0.5747126436781609,1.0057471264367817,0,0,1.867816091954023,1
0x428Da5ff72D8Be0EfAa85336B6c6A9fC9E0F73fe,0.0,0.0,13,17,1.0,9,0,0.13227513227513227,1.8518518518518519,0.3968253968253968,4.62962962962963,0.6613756613756614,1.0582010582010581,0,0,1.7195767195767195,1
0x0f26c26318872e8fa85dee5d30cba45ed53b3d3e,0.0,0.0,46,25,0.8,5,-0.6931777868565495,0.14367816091954022,1.867816091954023,0.43103448275862066,4.454022988505747,0.5747126436781609,1.0057471264367817,0,0,1.867816091954023,1
0xf835b307bc5348194ae01ed729170c84217ba688,0.0,0.0,34,41,1.0,30,0.6332795304266545,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0xf243688304fa4f6c6efadc22b9c1dd009aa76650,0.0,0.0,23,367,0.8333333333333334,337,1.0483226954425013,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x89c2352Cb600df56fe4BFB5882caAdEF3E96213f,0.0,0.0,3,2,0.5,1,0.7833494518006403,0.2178649237472767,1.3071895424836601,0.4357298474945534,5.446623093681917,0.2178649237472767,1.7429193899782136,0,0,2.832244008714597,1
0x9da7902394fb19ddd340d47398d35e3405bf79ec,0.0,0.0,1,0,0,0,0,0.17196904557179707,0.7738607050730868,0.17196904557179707,5.159071367153913,0.08598452278589853,1.4617368873602752,0,0.08598452278589853,2.5795356835769563,1
0xa379bbdd0af814502eb9b38d475c7fa7411bb4ec,0.0,0.0,13,19,0.7142857142857143,7,0.8663597120014009,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x4229a873bbd207deef8f41e807e563c26033d118,0.0,0.0,20,26,1.0,15,0.48415405058156197,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x16A4ff536001405f2B0d7ddAfC79f6A10D024640,0.0,0.0,17,18,0.6,10,0.31209389196617965,0.2222222222222222,1.3333333333333333,0.4444444444444444,5.555555555555555,0.2222222222222222,2.0,0,0,2.888888888888889,1
0xa850E6f693B9bCB31df3eE44e7888EF19E608107,0.0,0.0,1,0,0,0,0,0.21978021978021978,1.3186813186813187,0.43956043956043955,5.4945054945054945,0.21978021978021978,1.978021978021978,0,0,2.857142857142857,1
0xa259e6bcade86c770cb5214c789ee107662831a6,0.0,0.0,4,4,1.0,4,0,0.18975332068311196,0.7590132827324478,0.18975332068311196,5.313092979127135,0.09487666034155598,1.5180265654648957,0,0.18975332068311196,2.6565464895635675,1
0x80D9C4F6209044De069c545f68644419b520a02F,0.0,0.0,23,32,0.8571428571428571,19,0.9890839461471044,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0xf7070fc72e2b92c6309785a39338d7c919a3cf4a,0.0,0.0,31,26,0.8333333333333334,3,-0.6089984572058627,0.2032520325203252,1.2195121951219512,0.4065040650406504,5.08130081300813,0.2032520325203252,1.829268292682927,0,0,2.6422764227642275,1
0x4668cd871eba35997e1fbe66d0eddf6612d018ce,0.0,0.0,17,32,1.0,14,1.188214033598928,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x5a437D94843541d5cB83221a4A4B253dE30B97b7,0.0,0.0,5,2,1.0,1,0.0,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x43bbc7fafb860d974037b8f7dd06b6f6fe799b3e,0.0,0.0,617,513,0.9310344827586207,158,-0.5103349854225165,0.2032520325203252,1.2195121951219512,0.4065040650406504,5.08130081300813,0.2032520325203252,1.829268292682927,0,0,2.6422764227642275,1
0x49f053B866c33185FA1151E71fc80d5Fe6b08a92,0.0,0.0,5,3,1.0,2,0,0.11376564277588168,1.023890784982935,0.22753128555176336,3.7542662116040955,0.3412969283276451,1.2514220705346986,0,0,4.550625711035267,1
0x7894ccf2997c8c89a80b86faa012d09d53ed48b9,0.0,0.0,38,50,1.0,33,0.6266005147845037,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0x5e84c1a6e8b7cd42041004de5cd911d537c5c007,0.0,0.0,162,0,0,0,0.6707818967709951,0.13679890560875513,1.915184678522572,0.4103967168262654,4.377564979480164,0.6839945280437757,0.957592339261286,0,0,1.7783857729138166,1
0x3325439082FF8ba7371DFdAa1AF297bBfcAc21b2,0.0,0.0,25,224,0.8888888888888888,42,0.6661637820258762,0,1.1820330969267139,0.4728132387706856,4.25531914893617,0.4728132387706856,1.4184397163120568,0,0,1.8912529550827424,1
0x316201F586706aAa2795bC2a3F0BAd2379c363e4,0.0,0.0,15,42,0.3333333333333333,35,1.041707484756657,0.18975332068311196,0.7590132827324478,0.18975332068311196,5.313092979127135,0.09487666034155598,1.5180265654648957,0,0.18975332068311196,2.6565464895635675,1
0x1213c29b5e1a6f33e0d044f850a57b665e3cde21,0.0,0.0,137,202,0.9736842105263158,122,0.4027274184320581,0.14104372355430184,1.8335684062059239,0.4231311706629055,4.372355430183357,0.5641748942172073,0.9873060648801129,0,0,1.8335684062059239,1
0xfD2487cc0e5dCe97F08BE1Bc8eF1DCE8D5988B4D,0.0,0.0,451,178,0.9054054054054054,12,-0.21826956343496798,0.24875621890547264,1.6169154228855722,0.373134328358209,5.099502487562189,0.4975124378109453,1.1194029850746268,0,0,2.487562189054726,1
0xfE3672Eff595CfD36eD05aaf4622d1Aec3B5E852,0.0,0.0,10,15,1.0,12,0.5960395606792697,0.14705882352941177,1.6176470588235294,0.4411764705882353,5.147058823529412,0.29411764705882354,1.1764705882352942,0,0,2.3529411764705883,1
0x19a6067538c90973eF5dC31Ded5Fa567f3d09059,0.0,0.0,3,1,1.0,1,0,0.23980815347721823,1.5587529976019185,0.3597122302158273,4.916067146282973,0.47961630695443647,1.079136690647482,0,0,2.6378896882494005,1
